impl,dim,batch_size,seq_len,n_layers,n_heads,compile_s,exec_s,total_s,peak_gpu_MB,gpu_util,status
eager,256,16,1600,4,4,0.0000,2.3722,2.3722,321.6,62.5,success
eager,512,16,1600,4,4,0.0000,3.0984,3.0984,639.9,80.7,success
eager,1024,16,1600,4,4,0.0000,5.0894,5.0894,1374.3,89.7,success
eager,2048,16,1600,4,4,0.0000,9.7637,9.7637,3101.8,95.4,success
eager,128,16,1600,6,4,0.0000,3.0467,3.0467,211.6,48.9,success
eager,256,16,1600,6,4,0.0000,3.2094,3.2094,432.1,66.1,success
eager,512,16,1600,6,4,0.0000,4.3293,4.3293,865.9,83.9,success
eager,1024,16,1600,6,4,0.0000,7.1886,7.1886,1878.2,93.5,success
eager,2048,16,1600,6,4,0.0000,14.0711,14.0711,4293.8,96.5,success
eager,128,16,1600,8,4,0.0000,3.7944,3.7944,263.6,51.2,success
eager,256,16,1600,8,4,0.0000,4.0348,4.0348,542.6,69.8,success
eager,512,16,1600,8,4,0.0000,5.4249,5.4249,1092.0,85.5,success
eager,1024,16,1600,8,4,0.0000,9.3304,9.3304,2382.3,94.5,success
eager,2048,16,1600,8,4,0.0000,18.3609,18.3609,5485.8,97.3,success
eager,128,16,1600,10,4,0.0000,4.6478,4.6478,315.6,51.9,success
eager,256,16,1600,10,4,0.0000,4.9470,4.9470,653.1,70.7,success
eager,512,16,1600,10,4,0.0000,6.5634,6.5634,1318.0,87.9,success
eager,1024,16,1600,10,4,0.0000,11.4297,11.4297,2886.4,95.3,success
eager,2048,16,1600,10,4,0.0000,22.7037,22.7037,6677.9,97.9,success
eager,128,16,1600,12,4,0.0000,5.4573,5.4573,367.6,52.4,success
eager,256,16,1600,12,4,0.0000,5.9423,5.9423,763.6,69.6,success
eager,512,16,1600,12,4,0.0000,7.7264,7.7264,1544.0,89.1,success
eager,1024,16,1600,12,4,0.0000,13.5531,13.5531,3390.3,95.6,success
eager,2048,16,1600,12,4,0.0000,27.3510,27.3510,7869.9,97.1,success
eager,128,32,100,4,4,0.0000,0.3839,0.3839,64.5,5.4,success
eager,256,32,100,4,4,0.0000,0.3976,0.3976,118.1,2.8,success
eager,512,32,100,4,4,0.0000,0.4008,0.4008,245.8,7.0,success
eager,1024,32,100,4,4,0.0000,0.4448,0.4448,585.5,2.9,success
eager,2048,32,100,4,4,0.0000,0.5440,0.5440,1530.8,23.0,success
eager,128,32,100,6,4,0.0000,0.4507,0.4507,72.8,9.3,success
eager,256,32,100,6,4,0.0000,0.4508,0.4508,137.3,8.2,success
eager,512,32,100,6,4,0.0000,0.4559,0.4559,296.8,11.6,success
eager,1024,32,100,6,4,0.0000,0.4741,0.4741,739.5,12.2,success
eager,2048,32,100,6,4,0.0000,0.6561,0.6561,2026.9,37.0,success
eager,128,32,100,8,4,0.0000,0.4999,0.4999,81.0,5.3,success
eager,256,32,100,8,4,0.0000,0.5184,0.5184,156.1,13.7,success
eager,512,32,100,8,4,0.0000,0.5145,0.5145,347.8,9.0,success
eager,1024,32,100,8,4,0.0000,0.5323,0.5323,893.7,22.1,success
eager,2048,32,100,8,4,0.0000,0.7592,0.7592,2522.9,47.3,success
eager,128,32,100,10,4,0.0000,0.5454,0.5454,89.3,13.8,success
eager,256,32,100,10,4,0.0000,0.5604,0.5604,175.1,17.5,success
eager,512,32,100,10,4,0.0000,0.5780,0.5780,398.8,18.2,success
eager,1024,32,100,10,4,0.0000,0.5909,0.5909,1047.5,25.0,success
eager,2048,32,100,10,4,0.0000,0.8821,0.8821,3018.9,55.5,success
eager,128,32,100,12,4,0.0000,0.6244,0.6244,97.5,14.5,success
eager,256,32,100,12,4,0.0000,0.6175,0.6175,194.3,16.3,success
eager,512,32,100,12,4,0.0000,0.6003,0.6003,449.8,19.6,success
eager,1024,32,100,12,4,0.0000,0.6293,0.6293,1201.5,29.9,success
eager,2048,32,100,12,4,0.0000,0.9865,0.9865,3514.9,60.6,success
eager,128,32,200,4,4,0.0000,0.5235,0.5235,77.1,8.2,success
eager,256,32,200,4,4,0.0000,0.5228,0.5228,145.7,8.6,success
eager,512,32,200,4,4,0.0000,0.5347,0.5347,302.2,18.0,success
eager,1024,32,200,4,4,0.0000,0.5951,0.5951,706.2,26.1,success
eager,2048,32,200,4,4,0.0000,0.9129,0.9129,1748.5,58.1,success
eager,128,32,200,6,4,0.0000,0.6462,0.6462,91.7,15.7,success
eager,256,32,200,6,4,0.0000,0.6395,0.6395,177.2,20.5,success
eager,512,32,200,6,4,0.0000,0.6447,0.6447,378.2,22.8,success
eager,1024,32,200,6,4,0.0000,0.7441,0.7441,914.3,40.5,success
eager,2048,32,200,6,4,0.0000,1.1917,1.1917,2340.6,66.4,success
eager,128,32,200,8,4,0.0000,0.7015,0.7015,106.1,21.7,success
eager,256,32,200,8,4,0.0000,0.7469,0.7469,208.7,23.6,success
eager,512,32,200,8,4,0.0000,0.7559,0.7559,454.2,32.5,success
eager,1024,32,200,8,4,0.0000,0.8622,0.8622,1122.5,58.0,success
eager,2048,32,200,8,4,0.0000,1.4314,1.4314,2932.6,72.9,success
eager,128,32,200,10,4,0.0000,0.8311,0.8311,120.6,24.8,success
eager,256,32,200,10,4,0.0000,0.8565,0.8565,240.2,28.1,success
eager,512,32,200,10,4,0.0000,0.8748,0.8748,530.2,37.6,success
eager,1024,32,200,10,4,0.0000,0.9865,0.9865,1330.3,59.0,success
eager,2048,32,200,10,4,0.0000,1.7141,1.7141,3524.6,77.9,success
eager,128,32,200,12,4,0.0000,0.9228,0.9228,135.2,30.9,success
eager,256,32,200,12,4,0.0000,0.9383,0.9383,271.7,31.2,success
eager,512,32,200,12,4,0.0000,0.9905,0.9905,606.2,41.8,success
eager,1024,32,200,12,4,0.0000,1.1088,1.1088,1538.3,63.6,success
eager,2048,32,200,12,4,0.0000,1.9664,1.9664,4116.7,82.0,success
eager,128,32,400,4,4,0.0000,0.7555,0.7555,104.8,23.2,success
eager,256,32,400,4,4,0.0000,0.7839,0.7839,202.2,28.6,success
eager,512,32,400,4,4,0.0000,0.8524,0.8524,423.1,41.7,success
eager,1024,32,400,4,4,0.0000,1.1385,1.1385,924.0,61.6,success
eager,2048,32,400,4,4,0.0000,1.9190,1.9190,2199.5,79.4,success
eager,128,32,400,6,4,0.0000,1.0114,1.0114,131.8,29.1,success
eager,256,32,400,6,4,0.0000,1.0142,1.0142,258.7,35.8,success
eager,512,32,400,6,4,0.0000,1.0991,1.0991,553.1,56.7,success
eager,1024,32,400,6,4,0.0000,1.4792,1.4792,1227.9,74.7,success
eager,2048,32,400,6,4,0.0000,2.6404,2.6404,2991.5,86.3,success
eager,128,32,400,8,4,0.0000,1.1861,1.1861,158.8,34.2,success
eager,256,32,400,8,4,0.0000,1.2045,1.2045,315.2,42.7,success
eager,512,32,400,8,4,0.0000,1.3219,1.3219,683.1,59.8,success
eager,1024,32,400,8,4,0.0000,1.8459,1.8459,1532.1,75.3,success
eager,2048,32,400,8,4,0.0000,3.3949,3.3949,3783.5,88.5,success
eager,128,32,400,10,4,0.0000,1.4100,1.4100,185.8,36.0,success
eager,256,32,400,10,4,0.0000,1.4188,1.4188,371.7,45.8,success
eager,512,32,400,10,4,0.0000,1.5493,1.5493,813.1,64.3,success
eager,1024,32,400,10,4,0.0000,2.1471,2.1471,1836.0,79.9,success
eager,2048,32,400,10,4,0.0000,4.0689,4.0689,4575.6,90.6,success
eager,128,32,400,12,4,0.0000,1.5484,1.5484,212.8,39.3,success
eager,256,32,400,12,4,0.0000,1.6231,1.6231,428.2,48.2,success
eager,512,32,400,12,4,0.0000,1.7823,1.7823,943.1,67.9,success
eager,1024,32,400,12,4,0.0000,2.4856,2.4856,2140.0,82.7,success
eager,2048,32,400,12,4,0.0000,4.8353,4.8353,5367.6,92.1,success
eager,128,32,800,4,4,0.0000,1.3125,1.3125,161.4,38.4,success
eager,256,32,800,4,4,0.0000,1.3648,1.3648,323.2,52.4,success
eager,512,32,800,4,4,0.0000,1.7417,1.7417,640.8,74.6,success
eager,1024,32,800,4,4,0.0000,2.7087,2.7087,1375.0,82.8,success
eager,2048,32,800,4,4,0.0000,5.1526,5.1526,3101.3,92.3,success
eager,128,32,800,6,4,0.0000,1.6696,1.6696,213.4,45.5,success
eager,256,32,800,6,4,0.0000,1.7990,1.7990,433.7,59.9,success
eager,512,32,800,6,4,0.0000,2.3281,2.3281,866.8,78.8,success
eager,1024,32,800,6,4,0.0000,3.7469,3.7469,1879.0,87.7,success
eager,2048,32,800,6,4,0.0000,7.3244,7.3244,4293.4,94.2,success
eager,128,32,800,8,4,0.0000,2.1204,2.1204,265.4,48.2,success
eager,256,32,800,8,4,0.0000,2.2877,2.2877,544.2,64.5,success
eager,512,32,800,8,4,0.0000,2.9386,2.9386,1092.8,80.4,success
eager,1024,32,800,8,4,0.0000,4.7725,4.7725,2383.0,91.8,success
eager,2048,32,800,8,4,0.0000,9.5025,9.5025,5485.4,96.1,success
eager,128,32,800,10,4,0.0000,2.5278,2.5278,317.4,50.3,success
eager,256,32,800,10,4,0.0000,2.6646,2.6646,654.7,67.9,success
eager,512,32,800,10,4,0.0000,3.5178,3.5178,1318.8,84.1,success
eager,1024,32,800,10,4,0.0000,5.8515,5.8515,2887.0,92.9,success
eager,2048,32,800,10,4,0.0000,11.6814,11.6814,6677.4,96.5,success
eager,128,32,800,12,4,0.0000,2.8876,2.8876,369.4,53.4,success
eager,256,32,800,12,4,0.0000,3.0673,3.0673,765.2,70.5,success
eager,512,32,800,12,4,0.0000,4.0941,4.0941,1544.8,85.6,success
eager,1024,32,800,12,4,0.0000,6.8735,6.8735,3391.1,93.3,success
eager,2048,32,800,12,4,0.0000,13.9229,13.9229,7869.5,97.5,success
eager,128,32,1600,4,4,0.0000,2.4239,2.4239,282.7,61.2,success
eager,256,32,1600,4,4,0.0000,2.9972,2.9972,541.2,75.2,success
eager,512,32,1600,4,4,0.0000,4.4906,4.4906,1092.6,88.5,success
eager,1024,32,1600,4,4,0.0000,8.1905,8.1905,2277.3,93.3,success
eager,2048,32,1600,4,4,0.0000,16.0890,16.0890,4905.1,96.9,success
eager,128,32,1600,6,4,0.0000,3.2124,3.2124,388.7,68.4,success
eager,256,32,1600,6,4,0.0000,4.1177,4.1177,747.7,80.9,success
eager,512,32,1600,6,4,0.0000,6.3702,6.3702,1518.7,90.1,success
eager,1024,32,1600,6,4,0.0000,11.7599,11.7599,3181.2,95.3,success
eager,2048,32,1600,6,4,0.0000,23.4994,23.4994,6897.1,98.1,success
eager,128,32,1600,8,4,0.0000,4.0806,4.0806,494.7,69.1,success
eager,256,32,1600,8,4,0.0000,5.2638,5.2638,954.2,82.8,success
eager,512,32,1600,8,4,0.0000,8.2389,8.2389,1944.7,92.1,success
eager,1024,32,1600,8,4,0.0000,15.3601,15.3601,4085.2,96.8,success
eager,2048,32,1600,8,4,0.0000,30.9314,30.9314,8889.1,98.4,success
eager,128,32,1600,10,4,0.0000,4.9354,4.9354,600.7,71.4,success
eager,256,32,1600,10,4,0.0000,6.6218,6.6218,1160.7,83.2,success
eager,512,32,1600,10,4,0.0000,10.2072,10.2072,2370.7,92.8,success
eager,1024,32,1600,10,4,0.0000,18.9984,18.9984,4989.3,96.7,success
eager,2048,32,1600,10,4,0.0000,38.8783,38.8783,10881.2,98.5,success
eager,128,32,1600,12,4,0.0000,5.7870,5.7870,706.7,72.5,success
eager,256,32,1600,12,4,0.0000,7.4611,7.4611,1367.2,86.4,success
eager,512,32,1600,12,4,0.0000,11.9466,11.9466,2796.7,94.6,success
eager,1024,32,1600,12,4,0.0000,22.6047,22.6047,5893.2,97.5,success
eager,2048,32,1600,12,4,0.0000,0.1225,0.1225,11270.2,0.0,OOM
eager,128,64,100,4,4,0.0000,0.4067,0.4067,84.9,7.0,success
eager,256,64,100,4,4,0.0000,0.4094,0.4094,150.9,6.1,success
eager,512,64,100,4,4,0.0000,0.4164,0.4164,306.3,9.1,success
eager,1024,64,100,4,4,0.0000,0.4899,0.4899,710.6,3.6,success
eager,2048,64,100,4,4,0.0000,0.6977,0.6977,1753.6,38.0,success
eager,128,64,100,6,4,0.0000,0.4572,0.4572,99.4,3.7,success
eager,256,64,100,6,4,0.0000,0.4636,0.4636,182.4,9.9,success
eager,512,64,100,6,4,0.0000,0.4737,0.4737,382.3,8.2,success
eager,1024,64,100,6,4,0.0000,0.5434,0.5434,918.6,17.9,success
eager,2048,64,100,6,4,0.0000,0.8386,0.8386,2345.6,49.8,success
eager,128,64,100,8,4,0.0000,0.4949,0.4949,113.9,7.9,success
eager,256,64,100,8,4,0.0000,0.5166,0.5166,213.9,7.0,success
eager,512,64,100,8,4,0.0000,0.5305,0.5305,458.3,13.7,success
eager,1024,64,100,8,4,0.0000,0.6250,0.6250,1126.6,34.4,success
eager,2048,64,100,8,4,0.0000,0.9828,0.9828,2937.6,63.8,success
eager,128,64,100,10,4,0.0000,0.5838,0.5838,128.4,12.3,success
eager,256,64,100,10,4,0.0000,0.5566,0.5566,245.4,12.6,success
eager,512,64,100,10,4,0.0000,0.5764,0.5764,534.4,15.2,success
eager,1024,64,100,10,4,0.0000,0.6923,0.6923,1334.6,43.4,success
eager,2048,64,100,10,4,0.0000,1.1398,1.1398,3529.6,66.3,success
eager,128,64,100,12,4,0.0000,0.5925,0.5925,142.9,13.9,success
eager,256,64,100,12,4,0.0000,0.6161,0.6161,276.9,17.1,success
eager,512,64,100,12,4,0.0000,0.6209,0.6209,610.4,26.2,success
eager,1024,64,100,12,4,0.0000,0.7698,0.7698,1542.6,46.7,success
eager,2048,64,100,12,4,0.0000,1.3405,1.3405,4121.7,72.6,success
eager,128,64,200,4,4,0.0000,0.5269,0.5269,109.9,11.0,success
eager,256,64,200,4,4,0.0000,0.5530,0.5530,206.2,13.7,success
eager,512,64,200,4,4,0.0000,0.5815,0.5815,427.1,20.3,success
eager,1024,64,200,4,4,0.0000,0.7711,0.7711,928.2,43.6,success
eager,2048,64,200,4,4,0.0000,1.2417,1.2417,2204.1,71.8,success
eager,128,64,200,6,4,0.0000,0.6237,0.6237,136.9,18.4,success
eager,256,64,200,6,4,0.0000,0.6594,0.6594,262.7,22.3,success
eager,512,64,200,6,4,0.0000,0.6945,0.6945,557.1,40.0,success
eager,1024,64,200,6,4,0.0000,0.9704,0.9704,1232.2,56.6,success
eager,2048,64,200,6,4,0.0000,1.6524,1.6524,2996.1,77.5,success
eager,128,64,200,8,4,0.0000,0.7274,0.7274,163.9,21.5,success
eager,256,64,200,8,4,0.0000,0.7558,0.7558,319.2,27.2,success
eager,512,64,200,8,4,0.0000,0.8164,0.8164,687.1,44.6,success
eager,1024,64,200,8,4,0.0000,1.1688,1.1688,1536.4,63.9,success
eager,2048,64,200,8,4,0.0000,2.0539,2.0539,3788.2,83.1,success
eager,128,64,200,10,4,0.0000,0.8717,0.8717,191.0,26.1,success
eager,256,64,200,10,4,0.0000,0.8535,0.8535,375.7,32.9,success
eager,512,64,200,10,4,0.0000,0.9294,0.9294,817.1,49.2,success
eager,1024,64,200,10,4,0.0000,1.3428,1.3428,1840.2,70.2,success
eager,2048,64,200,10,4,0.0000,2.4626,2.4626,4580.2,85.7,success
eager,128,64,200,12,4,0.0000,0.9499,0.9499,218.0,30.5,success
eager,256,64,200,12,4,0.0000,0.9562,0.9562,432.2,38.9,success
eager,512,64,200,12,4,0.0000,1.0372,1.0372,947.1,60.0,success
eager,1024,64,200,12,4,0.0000,1.5252,1.5252,2144.2,74.5,success
eager,2048,64,200,12,4,0.0000,2.8826,2.8826,5372.2,88.3,success
eager,128,64,400,4,4,0.0000,0.7867,0.7867,165.3,26.4,success
eager,256,64,400,4,4,0.0000,0.8514,0.8514,327.1,36.0,success
eager,512,64,400,4,4,0.0000,1.0323,1.0323,644.7,56.8,success
eager,1024,64,400,4,4,0.0000,1.6391,1.6391,1378.9,76.2,success
eager,2048,64,400,4,4,0.0000,3.0697,3.0697,3105.2,87.7,success
eager,128,64,400,6,4,0.0000,0.9933,0.9933,217.3,38.3,success
eager,256,64,400,6,4,0.0000,1.0545,1.0545,437.6,47.0,success
eager,512,64,400,6,4,0.0000,1.3546,1.3546,870.7,68.2,success
eager,1024,64,400,6,4,0.0000,2.1936,2.1936,1882.9,81.3,success
eager,2048,64,400,6,4,0.0000,4.2463,4.2463,4297.2,91.4,success
eager,128,64,400,8,4,0.0000,1.2045,1.2045,269.3,39.9,success
eager,256,64,400,8,4,0.0000,1.2554,1.2554,548.1,53.9,success
eager,512,64,400,8,4,0.0000,1.6535,1.6535,1096.7,72.3,success
eager,1024,64,400,8,4,0.0000,2.7754,2.7754,2387.1,86.0,success
eager,2048,64,400,8,4,0.0000,5.4424,5.4424,5489.2,93.9,success
eager,128,64,400,10,4,0.0000,1.4080,1.4080,321.3,42.7,success
eager,256,64,400,10,4,0.0000,1.4849,1.4849,658.6,58.4,success
eager,512,64,400,10,4,0.0000,1.9510,1.9510,1322.7,76.1,success
eager,1024,64,400,10,4,0.0000,3.3440,3.3440,2890.9,89.5,success
eager,2048,64,400,10,4,0.0000,6.6311,6.6311,6681.3,94.2,success
eager,128,64,400,12,4,0.0000,1.5969,1.5969,373.3,47.0,success
eager,256,64,400,12,4,0.0000,1.6999,1.6999,769.1,61.6,success
eager,512,64,400,12,4,0.0000,2.2897,2.2897,1548.7,78.4,success
eager,1024,64,400,12,4,0.0000,3.8892,3.8892,3394.9,92.0,success
eager,2048,64,400,12,4,0.0000,7.8619,7.8619,7873.3,95.3,success
eager,128,64,800,4,4,0.0000,1.3486,1.3486,286.5,50.9,success
eager,256,64,800,4,4,0.0000,1.6582,1.6582,544.9,69.6,success
eager,512,64,800,4,4,0.0000,2.4833,2.4833,1095.7,80.0,success
eager,1024,64,800,4,4,0.0000,4.5287,4.5287,2280.3,91.4,success
eager,2048,64,800,4,4,0.0000,8.9094,8.9094,4907.4,95.6,success
eager,128,64,800,6,4,0.0000,1.7929,1.7929,392.5,57.0,success
eager,256,64,800,6,4,0.0000,2.2421,2.2421,751.4,76.5,success
eager,512,64,800,6,4,0.0000,3.4180,3.4180,1521.7,85.0,success
eager,1024,64,800,6,4,0.0000,6.4212,6.4212,3184.3,93.1,success
eager,2048,64,800,6,4,0.0000,12.8043,12.8043,6899.4,96.5,success
eager,128,64,800,8,4,0.0000,2.2296,2.2296,498.5,61.7,success
eager,256,64,800,8,4,0.0000,2.8205,2.8205,957.9,77.6,success
eager,512,64,800,8,4,0.0000,4.3366,4.3366,1947.7,88.5,success
eager,1024,64,800,8,4,0.0000,8.3133,8.3133,4088.3,94.9,success
eager,2048,64,800,8,4,0.0000,16.7618,16.7618,8891.4,97.4,success
eager,128,64,800,10,4,0.0000,2.6528,2.6528,604.5,64.8,success
eager,256,64,800,10,4,0.0000,3.3923,3.3923,1164.4,79.8,success
eager,512,64,800,10,4,0.0000,5.2950,5.2950,2373.7,91.1,success
eager,1024,64,800,10,4,0.0000,10.1755,10.1755,4992.3,96.4,success
eager,2048,64,800,10,4,0.0000,21.0890,21.0890,10883.4,98.0,success
eager,128,64,800,12,4,0.0000,3.0756,3.0756,710.5,67.0,success
eager,256,64,800,12,4,0.0000,3.9339,3.9339,1370.9,82.5,success
eager,512,64,800,12,4,0.0000,6.2235,6.2235,2799.7,91.8,success
eager,1024,64,800,12,4,0.0000,12.0753,12.0753,5896.3,96.3,success
eager,2048,64,800,12,4,0.0000,0.1436,0.1436,11270.2,0.0,OOM
eager,128,64,1600,4,4,0.0000,2.9927,2.9927,505.0,73.6,success
eager,256,64,1600,4,4,0.0000,4.3530,4.3530,996.5,85.2,success
eager,512,64,1600,4,4,0.0000,7.5468,7.5468,1998.6,92.1,success
eager,1024,64,1600,4,4,0.0000,14.8106,14.8106,4084.0,96.8,success
eager,2048,64,1600,4,4,0.0000,30.5168,30.5168,8511.7,98.2,success
eager,128,64,1600,6,4,0.0000,4.1009,4.1009,707.0,80.9,success
eager,256,64,1600,6,4,0.0000,6.1576,6.1576,1403.0,89.2,success
eager,512,64,1600,6,4,0.0000,10.8342,10.8342,2824.6,94.6,success
eager,1024,64,1600,6,4,0.0000,21.6140,21.6140,5787.1,97.6,success
eager,2048,64,1600,6,4,0.0000,4.3546,4.3546,11496.5,89.0,OOM
eager,128,64,1600,8,4,0.0000,5.2081,5.2081,909.0,81.6,success
eager,256,64,1600,8,4,0.0000,7.9458,7.9458,1809.6,91.7,success
eager,512,64,1600,8,4,0.0000,14.1447,14.1447,3650.6,95.8,success
eager,1024,64,1600,8,4,0.0000,28.4583,28.4583,7491.1,98.1,success
eager,2048,64,1600,8,4,0.0000,0.1125,0.1125,11090.1,0.0,OOM
eager,128,64,1600,10,4,0.0000,6.2775,6.2775,1111.0,84.6,success
eager,256,64,1600,10,4,0.0000,9.8576,9.8576,2216.1,91.7,success
eager,512,64,1600,10,4,0.0000,17.4380,17.4380,4476.6,96.4,success
eager,1024,64,1600,10,4,0.0000,35.5370,35.5370,9196.0,98.1,success
eager,2048,64,1600,10,4,0.0000,0.1302,0.1302,11090.1,0.0,OOM
eager,128,64,1600,12,4,0.0000,7.3774,7.3774,1313.0,83.8,success
eager,256,64,1600,12,4,0.0000,11.5330,11.5330,2622.6,92.5,success
eager,512,64,1600,12,4,0.0000,20.6785,20.6785,5302.6,96.9,success
eager,1024,64,1600,12,4,0.0000,42.6145,42.6145,10899.1,98.7,success
eager,2048,64,1600,12,4,0.0000,0.1162,0.1162,11090.1,0.0,OOM
graph,128,4,100,4,4,4.6659,5.3762,10.0421,302.4,72.9,success
graph,256,4,100,4,4,4.8612,5.8068,10.6680,345.2,68.1,success
graph,512,4,100,4,4,4.3969,5.5909,9.9878,448.8,71.3,success
graph,1024,4,100,4,4,4.3437,5.6219,9.9656,742.5,63.6,success
graph,2048,4,100,4,4,4.8870,5.8048,10.6919,1577.3,65.7,success
graph,128,4,100,6,4,5.6369,5.2857,10.9226,49.5,3.8,success
graph,256,4,100,6,4,5.6299,5.3446,10.9745,97.4,1.7,success
graph,512,4,100,6,4,5.6789,5.3769,11.0558,222.0,2.0,success
graph,1024,4,100,6,4,5.6529,5.3585,11.0113,598.6,5.2,success
graph,2048,4,100,6,4,5.6525,5.5187,11.1712,1726.1,11.1,success
graph,128,4,100,8,4,7.0380,6.6140,13.6520,52.3,2.3,success
graph,256,4,100,8,4,7.0504,6.6267,13.6771,105.4,5.7,success
graph,512,4,100,8,4,7.0506,6.6776,13.7282,251.1,2.1,success
graph,1024,4,100,8,4,7.0661,6.7556,13.8217,710.6,12.9,success
graph,2048,4,100,8,4,7.0713,6.8820,13.9533,2130.7,24.5,success
graph,128,4,100,10,4,8.2704,8.1673,16.4377,55.0,4.9,success
graph,256,4,100,10,4,8.2933,8.2104,16.5037,113.5,6.5,success
graph,512,4,100,10,4,8.2948,8.2871,16.5819,280.3,1.6,success
graph,1024,4,100,10,4,8.3293,8.2224,16.5518,822.7,7.6,success
graph,2048,4,100,10,4,8.4151,8.6188,17.0339,2535.2,28.1,success
graph,128,4,100,12,4,9.5691,9.9349,19.5039,57.8,5.6,success
graph,256,4,100,12,4,9.6374,9.8497,19.4870,121.6,7.3,success
graph,512,4,100,12,4,9.6209,9.9813,19.6022,309.4,4.0,success
graph,1024,4,100,12,4,9.5754,9.8095,19.3848,934.7,17.5,success
graph,2048,4,100,12,4,9.7052,10.3732,20.0784,2939.7,45.1,success
graph,128,4,200,4,4,4.3527,4.5664,8.9191,304.2,73.1,success
graph,256,4,200,4,4,4.4313,4.6658,9.0971,348.8,55.3,success
graph,512,4,200,4,4,4.3310,4.6371,8.9681,456.4,52.0,success
graph,1024,4,200,4,4,4.3463,4.6260,8.9723,753.0,61.2,success
graph,2048,4,200,4,4,4.6504,4.9291,9.5795,1605.8,58.2,success
graph,128,4,200,6,4,5.6789,5.4212,11.1002,51.9,14.5,success
graph,256,4,200,6,4,5.6368,5.3598,10.9966,102.5,6.5,success
graph,512,4,200,6,4,5.6462,5.3825,11.0287,233.1,2.7,success
graph,1024,4,200,6,4,5.6413,5.4815,11.1228,613.5,16.7,success
graph,2048,4,200,6,4,5.6761,5.7603,11.4364,1767.2,44.8,success
graph,128,4,200,8,4,6.9924,6.7885,13.7809,55.4,14.8,success
graph,256,4,200,8,4,7.0455,6.7026,13.7482,112.1,14.8,success
graph,512,4,200,8,4,7.0482,6.7344,13.7826,266.0,16.4,success
graph,1024,4,200,8,4,7.0454,6.9005,13.9459,729.9,30.3,success
graph,2048,4,200,8,4,7.1042,7.3012,14.4054,2184.2,58.9,success
graph,128,4,200,10,4,8.3242,8.3897,16.7139,59.0,15.9,success
graph,256,4,200,10,4,8.2899,8.4100,16.6999,121.7,11.9,success
graph,512,4,200,10,4,8.2717,8.2347,16.5065,298.5,13.6,success
graph,1024,4,200,10,4,8.2688,8.3961,16.6650,846.3,35.7,success
graph,2048,4,200,10,4,8.2945,8.9707,17.2652,2601.2,55.1,success
graph,128,4,200,12,4,9.5086,9.9854,19.4939,62.5,16.1,success
graph,256,4,200,12,4,9.5785,10.1229,19.7014,131.3,18.0,success
graph,512,4,200,12,4,9.5718,10.0969,19.6687,331.0,22.5,success
graph,1024,4,200,12,4,9.5639,10.2368,19.8007,962.7,33.4,success
graph,2048,4,200,12,4,9.7462,11.0367,20.7829,3018.3,66.1,success
graph,128,4,400,4,4,4.3973,4.8305,9.2277,307.8,58.2,success
graph,256,4,400,4,4,4.3530,4.8177,9.1707,355.9,56.3,success
graph,512,4,400,4,4,4.3632,4.8821,9.2453,470.2,50.1,success
graph,1024,4,400,4,4,4.3738,5.0126,9.3864,779.8,51.4,success
graph,2048,4,400,4,4,4.5002,5.4393,9.9395,1662.9,68.7,success
graph,128,4,400,6,4,5.5970,5.4652,11.0623,57.0,20.7,success
graph,256,4,400,6,4,5.6097,5.5727,11.1824,112.7,20.1,success
graph,512,4,400,6,4,5.6567,5.6071,11.2638,252.8,31.1,success
graph,1024,4,400,6,4,5.6613,5.8177,11.4790,650.9,45.8,success
graph,2048,4,400,6,4,5.7162,6.4751,12.1913,1849.2,71.4,success
graph,128,4,400,8,4,7.0555,7.0364,14.0919,62.1,25.1,success
graph,256,4,400,8,4,7.0384,7.0024,14.0408,125.5,26.5,success
graph,512,4,400,8,4,6.9844,7.1230,14.1074,291.3,35.3,success
graph,1024,4,400,8,4,7.1444,7.3400,14.4844,778.9,54.3,success
graph,2048,4,400,8,4,7.0816,8.0912,15.1728,2291.2,73.3,success
graph,128,4,400,10,4,8.3608,8.6738,17.0346,67.2,30.3,success
graph,256,4,400,10,4,8.3366,8.7013,17.0379,138.2,29.8,success
graph,512,4,400,10,4,8.3378,8.7805,17.1183,329.8,37.5,success
graph,1024,4,400,10,4,8.2839,8.8671,17.1510,907.0,51.3,success
graph,2048,4,400,10,4,8.3363,9.9595,18.2958,2733.3,80.2,success
graph,128,4,400,12,4,9.6304,10.4649,20.0953,72.3,25.7,success
graph,256,4,400,12,4,9.5796,10.5026,20.0822,151.0,31.5,success
graph,512,4,400,12,4,9.6811,10.4999,20.1810,368.3,37.9,success
graph,1024,4,400,12,4,9.6533,10.9249,20.5782,1034.0,63.0,success
graph,2048,4,400,12,4,9.6895,11.9903,21.6799,3175.3,82.0,success
graph,128,4,800,4,4,4.3458,5.2947,9.6405,314.9,58.9,success
graph,256,4,800,4,4,4.3531,5.3287,9.6818,370.2,65.0,success
graph,512,4,800,4,4,4.3646,5.3638,9.7284,498.7,60.3,success
graph,1024,4,800,4,4,4.4099,5.6936,10.1035,838.8,65.8,success
graph,2048,4,800,4,4,4.3798,6.5894,10.9691,1786.0,77.2,success
graph,128,4,800,6,4,5.6621,5.9942,11.6563,67.3,30.7,success
graph,256,4,800,6,4,5.7152,6.0497,11.7648,133.3,46.4,success
