impl,dim,batch_size,seq_len,n_layers,n_heads,compile_s,exec_s,total_s,peak_gpu_MB,gpu_util,status
graph,512,4,800,6,4,5.6572,6.0944,11.7516,293.9,57.0,success
graph,1024,4,800,6,4,5.6759,6.5192,12.1950,737.0,70.6,success
graph,2048,4,800,6,4,5.6770,7.7758,13.4528,2025.3,80.6,success
graph,128,4,800,8,4,7.0274,7.5057,14.5332,75.5,33.6,success
graph,256,4,800,8,4,7.0582,7.5585,14.6167,152.3,45.8,success
graph,512,4,800,8,4,7.0357,7.7207,14.7564,344.9,63.7,success
graph,1024,4,800,8,4,7.0900,8.1998,15.2898,891.0,75.7,success
graph,2048,4,800,8,4,7.1382,9.8431,16.9813,2521.3,84.5,success
graph,128,4,800,10,4,8.2977,9.3036,17.6013,83.8,36.8,success
graph,256,4,800,10,4,8.3437,9.2558,17.5995,171.3,43.7,success
graph,512,4,800,10,4,8.3418,9.3897,17.7314,395.9,59.4,success
graph,1024,4,800,10,4,8.2851,10.1165,18.4016,1045.0,78.8,success
graph,2048,4,800,10,4,8.3466,12.3734,20.7200,3017.4,89.1,success
graph,128,4,800,12,4,9.5923,11.1306,20.7229,92.0,37.8,success
graph,256,4,800,12,4,9.6203,11.0844,20.7047,190.3,53.5,success
graph,512,4,800,12,4,9.6978,11.3319,21.0297,446.9,67.0,success
graph,1024,4,800,12,4,9.6494,12.2353,21.8847,1199.1,83.6,success
graph,2048,4,800,12,4,9.6687,14.5528,24.2214,3513.4,90.2,success
graph,128,4,1600,4,4,4.4252,5.6655,10.0907,329.2,66.3,success
graph,256,4,1600,4,4,4.3899,5.8663,10.2562,398.7,71.8,success
graph,512,4,1600,4,4,4.4056,6.1725,10.5781,556.2,73.4,success
graph,1024,4,1600,4,4,4.4137,7.0550,11.4686,961.9,79.5,success
graph,2048,4,1600,4,4,4.3923,9.2957,13.6880,2005.1,91.8,success
graph,128,4,1600,6,4,5.6507,6.9770,12.6277,87.9,65.2,success
graph,256,4,1600,6,4,5.5559,7.1288,12.6847,174.5,70.1,success
graph,512,4,1600,6,4,5.6933,7.6546,13.3479,376.5,81.0,success
graph,1024,4,1600,6,4,5.6813,9.1209,14.8022,913.2,85.5,success
graph,2048,4,1600,6,4,5.7073,12.0966,17.8039,2341.6,90.9,success
graph,128,4,1600,8,4,7.0354,8.9549,15.9903,102.4,71.9,success
graph,256,4,1600,8,4,7.0303,9.3341,16.3644,206.0,78.5,success
graph,512,4,1600,8,4,7.0756,9.8894,16.9650,452.5,85.2,success
graph,1024,4,1600,8,4,6.9882,11.5957,18.5839,1121.2,87.4,success
graph,2048,4,1600,8,4,7.0310,15.1854,22.2164,2933.6,92.9,success
graph,128,4,1600,10,4,8.3147,10.8602,19.1748,116.9,70.0,success
graph,256,4,1600,10,4,8.2711,11.2560,19.5272,237.5,79.5,success
graph,512,4,1600,10,4,8.3296,11.8825,20.2121,528.5,81.6,success
graph,1024,4,1600,10,4,8.3693,13.9339,22.3032,1329.2,88.3,success
graph,2048,4,1600,10,4,8.3408,18.9592,27.3000,3525.6,94.6,success
graph,128,4,1600,12,4,9.6178,13.1201,22.7379,131.4,71.5,success
graph,256,4,1600,12,4,9.6464,13.4500,23.0964,269.0,81.3,success
graph,512,4,1600,12,4,9.5848,14.1934,23.7783,604.5,82.5,success
graph,1024,4,1600,12,4,9.6127,16.7732,26.3859,1537.3,89.1,success
graph,2048,4,1600,12,4,9.7139,22.6642,32.3781,4117.7,96.0,success
graph,128,8,100,4,4,4.3362,7.4308,11.7670,304.7,85.6,success
graph,256,8,100,4,4,4.3399,5.8301,10.1700,349.2,73.3,success
graph,512,8,100,4,4,4.3453,5.8333,10.1786,456.9,64.9,success
graph,1024,8,100,4,4,4.3610,5.7251,10.0861,753.3,62.3,success
graph,2048,8,100,4,4,4.3967,6.0978,10.4945,1606.1,63.1,success
graph,128,8,100,6,4,5.6754,5.3776,11.0530,52.8,2.0,success
graph,256,8,100,6,4,5.6295,5.3364,10.9659,103.0,1.4,success
graph,512,8,100,6,4,5.6464,5.3108,10.9572,233.6,1.5,success
graph,1024,8,100,6,4,5.6731,5.3889,11.0620,614.0,6.1,success
graph,2048,8,100,6,4,5.7519,5.5079,11.2598,1767.6,14.1,success
graph,128,8,100,8,4,7.1093,6.5902,13.6995,56.4,2.0,success
graph,256,8,100,8,4,6.9645,6.5807,13.5453,112.7,4.4,success
graph,512,8,100,8,4,7.0779,6.7096,13.7874,266.5,8.1,success
graph,1024,8,100,8,4,7.0629,6.7249,13.7878,730.4,12.6,success
graph,2048,8,100,8,4,7.0678,6.8963,13.9641,2184.7,33.9,success
graph,128,8,100,10,4,8.3420,8.2386,16.5806,59.9,7.3,success
graph,256,8,100,10,4,8.3466,8.2144,16.5610,122.3,2.3,success
graph,512,8,100,10,4,8.2902,8.2393,16.5295,299.0,3.1,success
graph,1024,8,100,10,4,8.3161,8.2291,16.5452,846.8,4.4,success
graph,2048,8,100,10,4,8.3981,8.5849,16.9830,2601.7,50.2,success
graph,128,8,100,12,4,9.5651,9.9048,19.4699,63.5,7.1,success
graph,256,8,100,12,4,9.6019,9.9285,19.5303,131.9,9.7,success
graph,512,8,100,12,4,9.6680,9.9478,19.6158,331.5,1.9,success
graph,1024,8,100,12,4,9.6207,9.9932,19.6139,963.2,23.1,success
graph,2048,8,100,12,4,9.5418,10.1688,19.7106,3018.7,50.5,success
graph,128,8,200,4,4,4.3857,5.2319,9.6177,308.2,55.6,success
graph,256,8,200,4,4,4.4225,5.2106,9.6331,356.3,65.7,success
graph,512,8,200,4,4,4.3983,5.3023,9.7007,470.5,50.2,success
graph,1024,8,200,4,4,4.3663,5.3654,9.7317,779.9,58.8,success
graph,2048,8,200,4,4,4.4548,5.5703,10.0251,1662.7,66.2,success
graph,128,8,200,6,4,5.7003,5.4244,11.1247,57.5,2.0,success
graph,256,8,200,6,4,5.6747,5.4191,11.0939,113.2,7.4,success
graph,512,8,200,6,4,5.6396,5.4200,11.0596,253.2,13.7,success
graph,1024,8,200,6,4,5.6598,5.5775,11.2373,651.2,18.3,success
graph,2048,8,200,6,4,5.7072,5.8057,11.5130,1849.3,51.5,success
graph,128,8,200,8,4,7.0928,6.7736,13.8664,62.7,13.1,success
graph,256,8,200,8,4,7.0991,6.7958,13.8949,125.9,14.6,success
graph,512,8,200,8,4,7.0896,6.8140,13.9037,291.7,25.1,success
graph,1024,8,200,8,4,7.0649,6.9392,14.0042,779.2,33.0,success
graph,2048,8,200,8,4,7.0679,7.3834,14.4513,2291.3,58.5,success
graph,128,8,200,10,4,8.2484,8.3271,16.5754,67.8,11.8,success
graph,256,8,200,10,4,8.2600,8.3545,16.6145,138.7,16.8,success
graph,512,8,200,10,4,8.3612,8.4348,16.7960,330.2,22.7,success
graph,1024,8,200,10,4,8.3515,8.5196,16.8711,907.3,35.8,success
graph,2048,8,200,10,4,8.3613,9.1082,17.4695,2733.4,65.8,success
graph,128,8,200,12,4,9.6114,10.1178,19.7292,72.9,23.7,success
graph,256,8,200,12,4,9.6251,10.1064,19.7315,151.4,31.0,success
graph,512,8,200,12,4,9.6056,10.0824,19.6880,368.7,20.5,success
graph,1024,8,200,12,4,9.5765,10.3149,19.8913,1034.3,48.3,success
graph,2048,8,200,12,4,9.7703,11.0035,20.7738,3175.4,69.6,success
graph,128,8,400,4,4,4.3632,5.9304,10.2936,315.3,61.4,success
graph,256,8,400,4,4,4.4096,5.9695,10.3791,370.5,62.7,success
graph,512,8,400,4,4,4.3851,6.0820,10.4671,498.9,58.5,success
graph,1024,8,400,4,4,4.3432,6.2252,10.5684,838.6,59.8,success
graph,2048,8,400,4,4,4.4389,6.6629,11.1018,1785.0,71.6,success
graph,128,8,400,6,4,5.5884,5.5247,11.1131,67.7,21.8,success
graph,256,8,400,6,4,5.6658,5.6008,11.2666,133.6,21.3,success
graph,512,8,400,6,4,5.6446,5.5719,11.2165,294.1,30.7,success
graph,1024,8,400,6,4,5.6901,5.9028,11.5928,736.9,47.7,success
graph,2048,8,400,6,4,5.7051,6.6265,12.3315,2024.6,71.7,success
graph,128,8,400,8,4,7.0689,7.0197,14.0886,75.9,22.3,success
graph,256,8,400,8,4,7.0645,7.0384,14.1029,152.7,34.2,success
graph,512,8,400,8,4,7.0561,7.0330,14.0891,345.1,57.9,success
graph,1024,8,400,8,4,7.1271,7.3951,14.5222,890.9,60.3,success
graph,2048,8,400,8,4,7.1479,8.4122,15.5601,2520.7,77.5,success
graph,128,8,400,10,4,8.3041,8.7172,17.0213,84.2,32.9,success
graph,256,8,400,10,4,8.3110,8.6587,16.9696,171.7,35.4,success
graph,512,8,400,10,4,8.3347,8.7326,17.0672,396.1,43.9,success
graph,1024,8,400,10,4,8.3665,9.1588,17.5252,1044.9,65.5,success
graph,2048,8,400,10,4,8.3382,10.3061,18.6444,3016.7,82.0,success
graph,128,8,400,12,4,9.6249,10.3995,20.0244,92.5,30.3,success
graph,256,8,400,12,4,9.5981,10.5334,20.1315,190.7,34.0,success
graph,512,8,400,12,4,9.5521,10.4413,19.9934,447.1,51.8,success
graph,1024,8,400,12,4,9.6244,11.0165,20.6409,1198.9,75.1,success
graph,2048,8,400,12,4,9.6840,12.3807,22.0648,3512.7,87.4,success
graph,128,8,800,4,4,4.3516,8.6115,12.9631,329.5,51.4,success
graph,256,8,800,4,4,4.3068,8.4723,12.7791,398.8,63.7,success
graph,512,8,800,4,4,4.3873,8.8221,13.2095,555.5,71.8,success
graph,1024,8,800,4,4,4.3665,9.2861,13.6526,960.9,75.1,success
graph,2048,8,800,4,4,4.3620,10.4904,14.8524,2002.6,83.9,success
graph,128,8,800,6,4,5.6134,5.9941,11.6074,88.2,37.3,success
graph,256,8,800,6,4,5.6423,6.0124,11.6547,174.6,45.0,success
graph,512,8,800,6,4,5.6542,6.3101,11.9643,375.8,66.6,success
graph,1024,8,800,6,4,5.6685,6.8862,12.5547,912.3,72.2,success
graph,2048,8,800,6,4,5.6743,8.5604,14.2347,2339.3,85.8,success
graph,128,8,800,8,4,7.0341,7.5238,14.5580,102.7,40.0,success
graph,256,8,800,8,4,7.0219,7.4656,14.4874,206.1,45.4,success
graph,512,8,800,8,4,7.0232,7.9250,14.9483,451.8,79.7,success
graph,1024,8,800,8,4,7.0505,8.5486,15.5991,1120.3,78.3,success
graph,2048,8,800,8,4,7.0940,10.8126,17.9067,2931.4,88.2,success
graph,128,8,800,10,4,8.3541,9.2624,17.6165,117.2,44.8,success
graph,256,8,800,10,4,8.3096,9.1827,17.4923,237.6,56.1,success
graph,512,8,800,10,4,8.4433,9.8099,18.2533,527.8,75.5,success
graph,1024,8,800,10,4,8.3474,10.6659,19.0133,1328.3,79.3,success
graph,2048,8,800,10,4,8.3572,13.4799,21.8371,3523.4,87.6,success
graph,128,8,800,12,4,9.5453,11.0460,20.5913,131.7,43.5,success
graph,256,8,800,12,4,9.6549,11.2197,20.8746,269.1,53.4,success
graph,512,8,800,12,4,9.6762,11.6526,21.3288,603.9,72.9,success
graph,1024,8,800,12,4,9.5890,12.6961,22.2851,1536.3,80.5,success
graph,2048,8,800,12,4,9.6159,15.9646,25.5805,4115.4,93.7,success
graph,128,8,1600,4,4,4.3772,6.1621,10.5393,357.9,73.1,success
graph,256,8,1600,4,4,4.3159,6.4640,10.7800,455.5,80.1,success
graph,512,8,1600,4,4,4.3494,6.9886,11.3380,678.3,85.9,success
graph,1024,8,1600,4,4,4.3814,8.2748,12.6562,1178.5,87.7,success
graph,2048,8,1600,4,4,4.3759,11.2128,15.5887,2455.8,92.6,success
graph,128,8,1600,6,4,5.6258,7.7831,13.4089,129.3,75.6,success
graph,256,8,1600,6,4,5.5937,8.1821,13.7758,256.5,82.7,success
graph,512,8,1600,6,4,5.6252,8.8624,14.4876,551.8,87.8,success
graph,1024,8,1600,6,4,5.6444,10.6200,16.2644,1227.1,90.5,success
graph,2048,8,1600,6,4,5.6675,15.0377,20.7051,2992.7,95.3,success
graph,128,8,1600,8,4,7.0047,9.7919,16.7966,156.3,79.6,success
graph,256,8,1600,8,4,7.0367,10.4315,17.4682,313.0,87.3,success
graph,512,8,1600,8,4,7.0516,11.2731,18.3247,681.8,89.9,success
graph,1024,8,1600,8,4,7.0511,13.4119,20.4630,1531.2,90.1,success
graph,2048,8,1600,8,4,7.0262,19.3107,26.3369,3784.7,93.6,success
graph,128,8,1600,10,4,8.2970,12.0251,20.3220,183.3,83.2,success
graph,256,8,1600,10,4,8.2768,12.8000,21.0768,369.5,88.3,success
graph,512,8,1600,10,4,8.3459,13.9345,22.2804,811.8,90.6,success
graph,1024,8,1600,10,4,8.3328,16.6357,24.9685,1835.2,92.9,success
graph,2048,8,1600,10,4,8.3316,24.0676,32.3992,4576.7,96.6,success
graph,128,8,1600,12,4,9.5510,14.1121,23.6630,210.3,83.9,success
graph,256,8,1600,12,4,9.8285,15.1974,25.0259,426.0,87.3,success
graph,512,8,1600,12,4,9.6696,16.2766,25.9462,941.8,89.4,success
graph,1024,8,1600,12,4,9.6437,19.8844,29.5280,2139.2,94.4,success
graph,2048,8,1600,12,4,9.6701,28.6491,38.3192,5368.8,96.4,success
graph,128,16,100,4,4,4.3989,7.6862,12.0851,309.2,91.3,success
graph,256,16,100,4,4,4.3383,5.8500,10.1883,357.3,58.5,success
graph,512,16,100,4,4,4.3397,5.9831,10.3227,472.3,62.1,success
graph,1024,16,100,4,4,4.3760,5.8757,10.2517,781.6,62.9,success
graph,2048,16,100,4,4,4.3339,6.2332,10.5670,1663.6,74.3,success
graph,128,16,100,6,4,5.6230,5.3133,10.9363,59.5,2.5,success
graph,256,16,100,6,4,5.6419,5.3056,10.9475,114.6,4.6,success
graph,512,16,100,6,4,5.6395,5.3338,10.9733,254.3,7.7,success
graph,1024,16,100,6,4,5.5658,5.2559,10.8216,653.2,2.2,success
graph,2048,16,100,6,4,5.6451,5.5585,11.2037,1850.7,21.3,success
graph,128,16,100,8,4,7.0564,6.6680,13.7245,64.6,5.3,success
graph,256,16,100,8,4,7.0579,6.6444,13.7023,127.1,3.0,success
graph,512,16,100,8,4,7.1102,6.6786,13.7889,293.7,2.3,success
graph,1024,16,100,8,4,7.0510,6.7680,13.8190,781.2,10.0,success
graph,2048,16,100,8,4,7.1085,6.9744,14.0829,2292.7,37.5,success
graph,128,16,100,10,4,8.3344,8.3082,16.6426,69.7,2.5,success
graph,256,16,100,10,4,8.3412,8.2397,16.5809,140.1,5.2,success
graph,512,16,100,10,4,8.3071,8.2554,16.5625,332.1,1.4,success
graph,1024,16,100,10,4,8.3519,8.3432,16.6951,909.2,7.9,success
graph,2048,16,100,10,4,8.3541,8.5920,16.9460,2734.7,48.0,success
graph,128,16,100,12,4,9.5871,9.9117,19.4988,74.8,4.8,success
graph,256,16,100,12,4,9.6451,9.9665,19.6117,152.9,8.9,success
graph,512,16,100,12,4,9.6037,9.9457,19.5494,369.8,7.6,success
graph,1024,16,100,12,4,9.5766,10.1094,19.6860,1036.2,13.3,success
graph,2048,16,100,12,4,9.7436,10.3912,20.1349,3176.8,62.6,success
graph,128,16,200,4,4,4.3330,5.2349,9.5679,316.3,62.1,success
graph,256,16,200,4,4,4.3727,5.2515,9.6242,371.9,64.5,success
graph,512,16,200,4,4,4.3528,5.4235,9.7763,499.7,64.6,success
graph,1024,16,200,4,4,4.3781,5.3618,9.7399,839.3,56.5,success
graph,2048,16,200,4,4,4.3957,5.6266,10.0223,1785.5,61.9,success
graph,128,16,200,6,4,5.6256,5.3894,11.0150,69.1,11.6,success
graph,256,16,200,6,4,5.6026,5.3743,10.9769,134.6,7.5,success
graph,512,16,200,6,4,5.6262,5.4143,11.0406,295.0,13.0,success
graph,1024,16,200,6,4,5.6465,5.5589,11.2054,737.9,26.3,success
graph,2048,16,200,6,4,5.6499,5.8627,11.5126,2025.6,47.7,success
graph,128,16,200,8,4,7.1007,6.7912,13.8919,77.1,14.6,success
graph,256,16,200,8,4,7.0349,7.0292,14.0642,154.1,11.5,success
graph,512,16,200,8,4,7.0091,6.7835,13.7926,346.0,18.7,success
graph,1024,16,200,8,4,7.0326,6.9979,14.0305,891.9,30.2,success
graph,2048,16,200,8,4,7.1028,7.4823,14.5851,2521.6,56.1,success
graph,128,16,200,10,4,8.2416,8.3155,16.5570,85.6,20.6,success
graph,256,16,200,10,4,8.3136,8.3668,16.6804,173.2,14.9,success
graph,512,16,200,10,4,8.3403,8.4038,16.7441,397.0,25.4,success
graph,1024,16,200,10,4,8.3398,8.6480,16.9878,1046.0,49.3,success
graph,2048,16,200,10,4,8.3490,9.1808,17.5298,3017.7,66.7,success
graph,128,16,200,12,4,9.5133,9.9441,19.4574,93.8,22.9,success
graph,256,16,200,12,4,9.6012,10.1527,19.7539,191.6,23.6,success
graph,512,16,200,12,4,9.6257,10.1551,19.7809,448.1,27.0,success
graph,1024,16,200,12,4,9.6175,10.4727,20.0902,1199.9,49.7,success
graph,2048,16,200,12,4,9.6292,11.1288,20.7580,3513.7,68.7,success
graph,128,16,400,4,4,4.3613,5.9595,10.3208,330.9,60.6,success
graph,256,16,400,4,4,4.3753,5.9571,10.3323,399.7,61.8,success
graph,512,16,400,4,4,4.3975,6.0807,10.4782,556.2,64.4,success
graph,1024,16,400,4,4,4.3611,6.3313,10.6924,961.2,68.8,success
graph,2048,16,400,4,4,4.3477,6.9846,11.3324,2002.3,73.1,success
graph,128,16,400,6,4,5.6450,5.6252,11.2702,89.2,21.5,success
graph,256,16,400,6,4,5.6527,5.6572,11.3098,175.5,28.8,success
graph,512,16,400,6,4,5.6449,5.6979,11.3428,376.6,52.3,success
graph,1024,16,400,6,4,5.6618,6.0816,11.7434,912.8,56.5,success
graph,2048,16,400,6,4,5.6920,6.9323,12.6243,2339.6,74.2,success
graph,128,16,400,8,4,6.9967,7.0193,14.0160,104.1,26.5,success
graph,256,16,400,8,4,7.0743,7.0477,14.1220,207.0,31.4,success
graph,512,16,400,8,4,7.0494,7.1907,14.2401,452.6,65.8,success
graph,1024,16,400,8,4,7.0455,7.4859,14.5313,1120.9,68.7,success
graph,2048,16,400,8,4,7.0924,8.8097,15.9021,2931.6,83.3,success
graph,128,16,400,10,4,8.2872,8.5830,16.8702,118.7,30.9,success
graph,256,16,400,10,4,8.3113,8.6761,16.9875,238.5,39.6,success
graph,512,16,400,10,4,8.2826,8.7984,17.0811,528.7,55.5,success
graph,1024,16,400,10,4,8.3110,9.4158,17.7268,1329.0,72.5,success
graph,2048,16,400,10,4,8.3863,10.8245,19.2109,3523.6,85.6,success
graph,128,16,400,12,4,9.6395,10.4575,20.0970,132.7,42.0,success
graph,256,16,400,12,4,9.6277,10.4586,20.0863,270.0,45.0,success
graph,512,16,400,12,4,9.5935,10.9489,20.5424,604.7,54.5,success
graph,1024,16,400,12,4,9.5853,11.3187,20.9040,1536.9,69.9,success
graph,2048,16,400,12,4,9.6837,12.9905,22.6742,4115.7,89.1,success
graph,128,16,800,4,4,4.3574,8.5710,12.9284,358.7,57.2,success
graph,256,16,800,4,4,4.3528,8.6759,13.0287,456.2,55.9,success
graph,512,16,800,4,4,4.3829,9.0784,13.4613,678.2,68.5,success
graph,1024,16,800,4,4,4.3684,9.5871,13.9555,1178.5,71.1,success
graph,2048,16,800,4,4,4.4127,11.2225,15.6351,2453.9,85.2,success
graph,128,16,800,6,4,5.7162,5.9848,11.7011,130.1,42.7,success
graph,256,16,800,6,4,5.6046,5.9712,11.5758,257.2,52.9,success
graph,512,16,800,6,4,5.7138,6.6774,12.3912,551.8,73.9,success
graph,1024,16,800,6,4,5.6810,7.4561,13.1372,1226.9,72.3,success
graph,2048,16,800,6,4,5.6947,9.7044,15.3991,2991.3,92.6,success
graph,128,16,800,8,4,7.0251,7.5179,14.5430,157.1,49.2,success
graph,256,16,800,8,4,7.0521,7.6327,14.6848,313.7,60.5,success
graph,512,16,800,8,4,7.0805,8.6778,15.7583,681.8,78.1,success
graph,1024,16,800,8,4,7.0978,9.6640,16.7618,1530.9,83.1,success
graph,2048,16,800,8,4,7.0125,12.3931,19.4056,3783.3,93.5,success
graph,128,16,800,10,4,8.3206,9.3238,17.6445,184.1,54.6,success
graph,256,16,800,10,4,8.3344,9.4397,17.7741,370.2,61.3,success
graph,512,16,800,10,4,8.5684,10.4684,19.0369,811.8,76.8,success
graph,1024,16,800,10,4,8.3423,12.3329,20.6752,1835.4,89.0,success
graph,2048,16,800,10,4,8.4043,15.6502,24.0544,4575.4,93.1,success
graph,128,16,800,12,4,9.5768,11.2852,20.8620,211.1,59.5,success
graph,256,16,800,12,4,9.6429,11.7325,21.3754,426.7,54.1,success
graph,512,16,800,12,4,9.9472,13.1128,23.0599,941.8,78.6,success
graph,1024,16,800,12,4,10.4464,14.2485,24.6949,2139.0,84.6,success
graph,2048,16,800,12,4,9.8019,18.3988,28.2007,5367.4,94.8,success
graph,128,16,1600,4,4,4.4737,6.8433,11.3170,415.2,82.5,success
graph,256,16,1600,4,4,4.7206,7.1115,11.8321,578.2,81.9,success
graph,512,16,1600,4,4,4.3707,8.0451,12.4159,895.5,85.2,success
graph,1024,16,1600,4,4,4.3785,9.9937,14.3722,1629.7,90.9,success
graph,2048,16,1600,4,4,4.4159,15.0125,19.4284,3357.1,93.3,success
graph,128,16,1600,6,4,5.6858,8.7214,14.4072,212.1,84.3,success
graph,256,16,1600,6,4,6.0927,10.0092,16.1019,432.5,79.9,success
graph,512,16,1600,6,4,5.6642,10.6533,16.3174,866.5,90.1,success
graph,1024,16,1600,6,4,5.8474,13.8436,19.6910,1879.0,91.7,success
graph,2048,16,1600,6,4,5.8001,20.2828,26.0829,4294.9,95.7,success
graph,128,16,1600,8,4,7.0563,11.1044,18.1607,264.1,87.0,success
graph,256,16,1600,8,4,7.0229,11.5944,18.6174,543.0,89.4,success
graph,512,16,1600,8,4,7.0185,13.6267,20.6452,1092.5,92.0,success
graph,1024,16,1600,8,4,7.0480,17.2534,24.3014,2383.0,94.2,success
graph,2048,16,1600,8,4,7.2427,26.2704,33.5132,5486.9,97.3,success
graph,128,16,1600,10,4,8.4090,13.7480,22.1570,316.1,89.5,success
graph,256,16,1600,10,4,8.5439,14.8460,23.3899,653.6,90.9,success
graph,512,16,1600,10,4,8.4258,16.7367,25.1625,1318.5,91.3,success
graph,1024,16,1600,10,4,8.4531,21.2509,29.7040,2887.1,94.2,success
graph,2048,16,1600,10,4,8.3112,32.3732,40.6844,6678.9,97.5,success
graph,128,16,1600,12,4,9.5712,16.0441,25.6153,368.1,90.1,success
graph,256,16,1600,12,4,9.6046,17.1428,26.7473,764.1,92.8,success
graph,512,16,1600,12,4,9.6005,19.8769,29.4774,1544.6,92.9,success
graph,1024,16,1600,12,4,9.5738,25.4268,35.0006,3391.0,94.9,success
graph,2048,16,1600,12,4,9.7799,38.7537,48.5336,7871.0,97.5,success
graph,128,32,100,4,4,4.3377,11.5070,15.8447,318.2,89.5,success
graph,256,32,100,4,4,4.3432,9.2162,13.5594,373.4,64.9,success
graph,512,32,100,4,4,4.3834,4.5347,8.9181,501.7,49.4,success
graph,1024,32,100,4,4,4.3773,9.0772,13.4545,841.4,73.9,success
graph,2048,32,100,4,4,4.3825,9.3612,13.7437,1787.5,69.0,success
graph,128,32,100,6,4,5.6235,5.3546,10.9781,72.8,2.6,success
graph,256,32,100,6,4,5.6402,5.3518,10.9919,137.5,2.5,success
graph,512,32,100,6,4,5.7076,5.3854,11.0930,297.3,4.0,success
graph,1024,32,100,6,4,5.6873,5.3855,11.0729,740.4,1.6,success
graph,2048,32,100,6,4,5.7057,5.6677,11.3734,2028.7,34.1,success
graph,128,32,100,8,4,7.0667,6.6706,13.7373,81.0,2.2,success
graph,256,32,100,8,4,7.0960,6.6983,13.7943,156.2,1.8,success
graph,512,32,100,8,4,7.0553,6.6978,13.7531,348.3,7.9,success
graph,1024,32,100,8,4,7.1099,6.7879,13.8978,894.6,14.5,success
graph,2048,32,100,8,4,7.1184,7.0547,14.1731,2524.8,41.9,success
graph,128,32,100,10,4,8.3128,8.2059,16.5187,89.3,6.2,success
graph,256,32,100,10,4,8.3982,8.2874,16.6856,175.1,5.2,success
graph,512,32,100,10,4,8.3248,8.2997,16.6245,399.3,2.7,success
graph,1024,32,100,10,4,8.3986,8.4154,16.8140,1048.4,19.4,success
graph,2048,32,100,10,4,8.3001,8.5958,16.8959,3020.8,50.9,success
graph,128,32,100,12,4,9.6827,9.9888,19.6716,97.5,10.2,success
graph,256,32,100,12,4,9.5829,9.9526,19.5354,194.5,2.4,success
graph,512,32,100,12,4,9.6258,9.9608,19.5865,450.3,5.4,success
graph,1024,32,100,12,4,9.6121,10.1123,19.7244,1202.5,21.9,success
graph,2048,32,100,12,4,9.7024,10.4891,20.1915,3516.8,52.4,success
graph,128,32,200,4,4,4.3488,12.8321,17.1809,332.3,52.6,success
graph,256,32,200,4,4,4.3310,12.8465,17.1775,401.6,56.8,success
graph,512,32,200,4,4,4.3660,12.8484,17.2144,558.1,53.2,success
graph,1024,32,200,4,4,4.3516,12.9424,17.2940,963.1,66.0,success
graph,2048,32,200,4,4,4.4127,13.3721,17.7847,2003.9,59.6,success
graph,128,32,200,6,4,5.6300,5.4212,11.0512,92.0,14.9,success
graph,256,32,200,6,4,5.6027,5.4216,11.0243,177.5,13.6,success
graph,512,32,200,6,4,5.6838,5.4625,11.1463,378.7,19.0,success
graph,1024,32,200,6,4,5.6546,5.6368,11.2914,915.2,38.8,success
graph,2048,32,200,6,4,5.6782,6.1099,11.7881,2342.4,61.8,success
graph,128,32,200,8,4,7.0023,6.7850,13.7873,106.2,8.0,success
graph,256,32,200,8,4,7.0153,6.8325,13.8478,209.0,17.7,success
graph,512,32,200,8,4,7.1385,6.9282,14.0667,454.7,23.1,success
graph,1024,32,200,8,4,7.0746,7.1509,14.2255,1123.4,45.9,success
graph,2048,32,200,8,4,7.0894,7.7339,14.8234,2934.5,75.1,success
graph,128,32,200,10,4,8.3230,8.3792,16.7022,120.6,15.6,success
graph,256,32,200,10,4,8.3510,8.4435,16.7945,240.5,31.9,success
graph,512,32,200,10,4,8.3050,8.5106,16.8156,530.7,27.6,success
graph,1024,32,200,10,4,8.3338,8.6917,17.0255,1331.2,59.9,success
graph,2048,32,200,10,4,8.2866,9.4168,17.7034,3526.5,72.2,success
graph,128,32,200,12,4,9.6243,10.0824,19.7067,135.5,22.6,success
graph,256,32,200,12,4,9.6309,10.1575,19.7884,272.0,24.9,success
graph,512,32,200,12,4,9.6919,10.2684,19.9603,606.7,44.3,success
graph,1024,32,200,12,4,9.6025,10.5967,20.1992,1539.2,53.5,success
graph,2048,32,200,12,4,9.6828,11.4494,21.1321,4118.5,79.2,success
graph,128,32,400,4,4,4.3436,26.2059,30.5495,360.6,62.5,success
graph,256,32,400,4,4,4.4008,26.2460,30.6468,458.0,63.4,success
graph,512,32,400,4,4,4.3509,26.4392,30.7901,679.8,67.5,success
graph,1024,32,400,4,4,4.4238,26.7040,31.1278,1179.6,75.4,success
graph,2048,32,400,4,4,4.3364,27.5949,31.9313,2454.8,84.0,success
graph,128,32,400,6,4,5.6497,5.5946,11.2443,132.1,34.4,success
graph,256,32,400,6,4,5.6543,5.6669,11.3212,259.1,45.2,success
graph,512,32,400,6,4,5.6567,5.9153,11.5720,553.6,64.9,success
graph,1024,32,400,6,4,5.6696,6.3897,12.0593,1228.9,69.6,success
graph,2048,32,400,6,4,5.7313,7.5906,13.3219,2993.4,84.1,success
graph,128,32,400,8,4,7.0980,7.0176,14.1156,159.1,32.0,success
graph,256,32,400,8,4,7.0283,7.1256,14.1538,315.6,53.4,success
graph,512,32,400,8,4,6.9925,7.2897,14.2823,683.6,66.3,success
graph,1024,32,400,8,4,7.0583,7.9268,14.9852,1533.1,81.4,success
graph,2048,32,400,8,4,7.1013,9.6052,16.7065,3785.4,89.3,success
